case_id,intent,scratchbird_engine_id,scratchbird_lane,scratchbird_mode,donor_engine_id,donor_lane,comparison_kind,comparison_note,competitive,weighted_score,semantics_ok,plan_ok,latency_ok,latency_ratio,reason
point_lookup_exact,Exact point lookup over an indexed integer key with one matching row.,scratchbird_native,native,native,ref_postgresql,postgresql,native_intent,ScratchBird native uses v3 SQL that preserves the same exact-point-lookup intent as the donor dialect statements.,False,0.3,False,True,False,16.375,exec status mismatch sb=ok donor=error
point_lookup_exact,Exact point lookup over an indexed integer key with one matching row.,scratchbird_emulated_postgresql,postgresql,emulated,ref_postgresql,postgresql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,5.75,exec status mismatch sb=ok donor=error
point_lookup_exact,Exact point lookup over an indexed integer key with one matching row.,scratchbird_native,native,native,ref_duckdb,duckdb,native_intent,ScratchBird native uses v3 SQL that preserves the same exact-point-lookup intent as the donor dialect statements.,False,0.3,False,True,False,26.2,exec status mismatch sb=ok donor=error
point_lookup_exact,Exact point lookup over an indexed integer key with one matching row.,scratchbird_native,native,native,ref_mysql,mysql,native_intent,ScratchBird native uses v3 SQL that preserves the same exact-point-lookup intent as the donor dialect statements.,False,0.3,False,True,False,8.733333,exec status mismatch sb=ok donor=error
point_lookup_exact,Exact point lookup over an indexed integer key with one matching row.,scratchbird_emulated_mysql,mysql,emulated,ref_mysql,mysql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,2.666667,exec status mismatch sb=ok donor=error
point_lookup_exact,Exact point lookup over an indexed integer key with one matching row.,scratchbird_native,native,native,ref_firebird,firebird,native_intent,ScratchBird native uses v3 SQL that preserves the same exact-point-lookup intent as the donor dialect statements.,False,0.3,False,True,False,65.5,exec status mismatch sb=ok donor=error
point_lookup_exact,Exact point lookup over an indexed integer key with one matching row.,scratchbird_emulated_firebird,firebird,emulated,ref_firebird,firebird,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,73.25,exec status mismatch sb=error donor=error
range_selectivity,Indexed inclusive range predicate over an integer key with stable aggregate assertions.,scratchbird_native,native,native,ref_postgresql,postgresql,native_intent,ScratchBird native uses v3 SQL with the same range predicate and aggregate intent as the donor dialect statements.,False,0.3,False,True,False,13.5,exec status mismatch sb=ok donor=error
range_selectivity,Indexed inclusive range predicate over an integer key with stable aggregate assertions.,scratchbird_emulated_postgresql,postgresql,emulated,ref_postgresql,postgresql,emulation_parity,ScratchBird emulation parser/listener is compared directly against the matching donor dialect.,False,0.3,False,True,False,6.45,exec status mismatch sb=ok donor=error
range_selectivity,Indexed inclusive range predicate over an integer key with stable aggregate assertions.,scratchbird_native,native,native,ref_duckdb,duckdb,native_intent,ScratchBird native uses v3 SQL with the same range predicate and aggregate intent as the donor dialect statements.,False,0.3,False,True,False,27.0,exec status mismatch sb=ok donor=error
